288,"Spring 2011",4,8,"Monday","First","Homework","Staff",0,0,0,20110214,20110523,1,"http://sfschool.org/drupal/node/16","8th Grade Room",0,0,0
289,"Spring 2011",1,8,"Monday","First","Indoor/Outdoor Choice","Staff",0,0,0,20110214,20110606,1,"http://sfschool.org/drupal/node/20","Green Top/Library",0,0,0
290,"Spring 2011",1,5,"Monday","First","Creative Kitchen","Peter",1,11,10,20110214,20110523,1,"http://sfschool.org/drupal/node/13","Kitchen",0,0,0
291,"Spring 2011",6,8,"Monday","First","Junior Counselor/Creative Kitchen","Peter",0,0,2,20110214,20110523,1,"http://sfschool.org/drupal/node/65",,0,0,1
292,"Spring 2011",4,8,"Monday","First","Trumpet","Owen",4,44,2,20110214,20110523,1,"http://sfschool.org/drupal/node/26","Music Room",0,0,0
293,"Spring 2011",4,8,"Monday","Second","Trumpet","Owen",4,44,2,20110214,20110523,1,"http://sfschool.org/drupal/node/26","Music Room",0,0,0
294,"Spring 2011",4,8,"Monday","First","Flute","Sue",4,44,2,20110214,20110523,1,"http://sfschool.org/drupal/node/24","5th Grade Classroom",0,0,0
295,"Spring 2011",4,8,"Monday","Second","Flute","Sue",4,44,2,20110214,20110523,1,"http://sfschool.org/drupal/node/24","5th Grade Classroom",0,0,0
296,"Spring 2011",4,8,"Tuesday","First","Homework","Staff",0,0,0,20110215,20110531,1,"http://sfschool.org/drupal/node/16","8th Grade Room",0,0,0
297,"Spring 2011",1,8,"Tuesday","First","Indoor /Outdoor Choice","Staff",0,0,0,20110215,20110607,1,"http://sfschool.org/drupal/node/20","Green Top/Library",0,0,0
298,"Spring 2011",1,8,"Tuesday","First","Academic Chess","Academic Chess Staff",2.5,35,0,20110215,20110531,1,"http://sfschool.org/drupal/node/28","4th Grade Room",0,0,0
299,"Spring 2011",3,8,"Tuesday","First","Drumming","Michaelle",3,42,4,20110215,20110531,1,"http://sfschool.org/drupal/node/23","Music Room",0,0,0
300,"Spring 2011",3,8,"Tuesday","Second","Drumming","Michaelle",3,42,4,20110215,20110531,1,"http://sfschool.org/drupal/node/23","Music Room",0,0,0
301,"Spring 2011",4,8,"Wednesday","First","Homework","Staff",0,0,0,20110216,20110525,1,"http://sfschool.org/drupal/node/16","8th Grade Room",0,0,0
302,"Spring 2011",1,8,"Wednesday","First","Indoor/Outdoor Choice","Staff",0,0,0,20110216,20110601,1,"http://sfschool.org/drupal/node/20","Green Top/Library",0,0,0
303,"Spring 2011",1,3,"Wednesday","First","Drumming - Beginning","Michaelle",3,42,7,20110216,20110525,1,"http://sfschool.org/drupal/node/23","Music Room",0,0,0
304,"Spring 2011",3,8,"Wednesday","Second","Drumming","Michaelle",3,42,4,20110216,20110525,1,"http://sfschool.org/drupal/node/23","Music Room",0,0,0
305,"Spring 2011",4,8,"Wednesday","First","Clarinet","Morgan",4,56,2,20110216,20110525,1,"http://sfschool.org/drupal/node/22","4th Grade Room",0,0,0
306,"Spring 2011",4,8,"Wednesday","Second","Clarinet","Morgan",4,56,2,20110216,20110525,1,"http://sfschool.org/drupal/node/22","4th Grade Room",0,0,0
