236,"Winter 2010",4,8,"Monday","First","Homework","Staff",0,0,0,20101115,20110207,1,"http://sfschool.org/drupal/node/16","8th Grade Room",0,0,0
237,"Winter 2010",1,8,"Monday","First","Indoor/Outdoor Choice","Staff",0,0,0,20101115,20110207,1,"http://sfschool.org/drupal/node/20","Green Top/Library",0,0,0
238,"Winter 2010",1,5,"Monday","First","Creative Kitchen","Peter",1,10,10,20101115,20110207,1,"http://sfschool.org/drupal/node/13","Kitchen",0,0,0
239,"Winter 2010",6,8,"Monday","First","Junior Counselor/Creative Kitchen","Peter",0,0,2,20101115,20110207,1,"http://sfschool.org/drupal/node/65",,0,0,1
240,"Winter 2010",4,8,"Monday","First","Trumpet","Owen",4,40,2,20101115,20110207,1,"http://sfschool.org/drupal/node/26","Music Room",0,0,0
241,"Winter 2010",4,8,"Monday","Second","Trumpet","Owen",4,40,2,20101115,20110207,1,"http://sfschool.org/drupal/node/26","Music Room",0,0,0
242,"Winter 2010",4,8,"Monday","First","Flute","Jayn",4,40,2,20101115,20110207,1,"http://sfschool.org/drupal/node/24","5th Grade Classroom",0,0,0
243,"Winter 2010",4,8,"Monday","Second","Flute","Jayn",4,40,2,20101115,20110207,1,"http://sfschool.org/drupal/node/24","5th Grade Classroom",0,0,0
244,"Winter 2010",4,8,"Tuesday","First","Homework","Staff",0,0,0,20101116,20110208,1,"http://sfschool.org/drupal/node/16","8th Grade Room",0,0,0
245,"Winter 2010",1,8,"Tuesday","First","Indoor /Outdoor Choice","Staff",0,0,0,20101116,20110208,1,"http://sfschool.org/drupal/node/20","Green Top/Library",0,0,0
246,"Winter 2010",1,8,"Tuesday","First","Academic Chess","Academic Chess Staff",2.5,22.5,0,20101116,20110208,1,"http://sfschool.org/drupal/node/28","Activity Room",0,0,0
247,"Winter 2010",3,8,"Tuesday","First","Drumming","Michaelle",3,30,4,20101116,20110208,1,"http://sfschool.org/drupal/node/23","Music Room",0,0,0
248,"Winter 2010",3,8,"Tuesday","Second","Drumming","Michaelle",3,30,4,20101116,20110208,1,"http://sfschool.org/drupal/node/23","Music Room",0,0,0
249,"Winter 2010",4,8,"Wednesday","First","Homework","Staff",0,0,0,20101117,20110209,1,"http://sfschool.org/drupal/node/16","8th Grade Room",0,0,0
250,"Winter 2010",1,8,"Wednesday","First","Indoor/Outdoor Choice","Staff",0,0,0,20101117,20110209,1,"http://sfschool.org/drupal/node/20","Green Top/Library",0,0,0
251,"Winter 2010",1,3,"Wednesday","First","Drumming - Beginning","Michaelle",3,30,7,20101117,20110209,1,"http://sfschool.org/drupal/node/23","Music Room",0,0,0
252,"Winter 2010",3,8,"Wednesday","Second","Drumming","Michaelle",3,30,4,20101117,20110209,1,"http://sfschool.org/drupal/node/23","Music Room",0,0,0
253,"Winter 2010",4,8,"Wednesday","First","Clarinet","Morgan",4,40,2,20101117,20110209,1,"http://sfschool.org/drupal/node/22","4th Grade Room",0,0,0
254,"Winter 2010",4,8,"Wednesday","Second","Clarinet","Morgan",4,40,2,20101117,20110209,1,"http://sfschool.org/drupal/node/22","4th Grade Room",0,0,0
255,"Winter 2010",4,8,"Thursday","Morning","Band","James",0,0,0,20101118,20110210,1,"http://sfschool.org/drupal/node/53","Music Room",0,0,1
256,"Winter 2010",4,8,"Thursday","First","Homework","Staff",0,0,0,20101118,20110210,1,"http://sfschool.org/drupal/node/16","Green Top and Garden Area",0,0,0
257,"Winter 2010",1,8,"Thursday","First","Indoor/Outdoor Choice","Staff",0,0,0,20101118,20110210,1,"http://sfschool.org/drupal/node/20","Green Top/Library",0,0,0
258,"Winter 2010",4,8,"Thursday","First","Saxophone","Stefano",4,40,2,20101118,20110210,1,"http://sfschool.org/drupal/node/52","5th Grade Classroom",0,0,0
259,"Winter 2010",4,8,"Thursday","Second","Saxophone","Stefano",4,40,2,20101118,20110210,1,"http://sfschool.org/drupal/node/52","5th Grade Classroom",0,0,0
260,"Winter 2010",6,8,"Thursday","First","Yearbook","Ruth",0,0,0,20101118,20110210,1,"http://sfschool.org/drupal/node/14","Art Room",0,0,1
261,"Winter 2010",4,8,"Friday","First","Homework","Staff",0,0,0,20101119,20110211,1,"http://sfschool.org/drupal/node/16","8th Grade Room",0,0,0
262,"Winter 2010",1,8,"Friday","First","Indoor/Outdoor Choice","Staff",0,0,0,20101119,20110211,1,"http://sfschool.org/drupal/node/20","Green Top/Library",0,0,0
263,"Winter 2010",6,8,"Friday","First","Amnesty International","Solveig",0,0,0,20101119,20110211,1,"http://sfschool.org/drupal/node/8","6th Grade Room",0,0,1
264,"Winter 2010",2,5,"Friday","First","Guitar/Elementary","Peter",1.5,15,8,20101119,20110211,1,"http://sfschool.org/drupal/node/25","Music Room",0,0,0
265,"Winter 2010",2,5,"Friday","Second","Guitar/Elementary","Peter",1.5,15,8,20101119,20110211,1,"http://sfschool.org/drupal/node/25","Music Room",0,0,0
266,"Winter 2010",1,5,"Wednesday","First","Fabric, Thread, and Yarn","Vivian",0,0,10,20101117,20110209,1,"http://sfschool.org/drupal/node/64","Art Room",0,0,0
267,"Winter 2010",6,8,"Wednesday","First","Junior Counselor/Fabric, Thread, and Yarn","Vivian",0,0,2,20101117,20110209,1,"http://sfschool.org/drupal/node/65",,0,0,1
268,"Winter 2010",1,5,"Thursday","First","Creatvie Kitchen en Espan?ol","Andrea",1,10,10,20101118,20110210,1,"http://sfschool.org/drupal/node/59","Kitchen",0,0,0
269,"Winter 2010",6,8,"Thursday","First","Junior Counselor/Creative Kitchen en Espanol","Andrea",0,0,2,20101118,20110210,1,"http://sfschool.org/drupal/node/65",,0,0,1
270,"Winter 2010",3,5,"Thursday","First","Green Club","Maggie/Vivian",0,0,12,20101118,20110210,1,"http://sfschool.org/drupal/node/61","Library",0,0,0
271,"Winter 2010",6,8,"Thursday","First","Green Club","Maggie/Vivian",0,0,12,20101118,20110210,1,"http://sfschool.org/drupal/node/61","Library",0,0,1
272,"Winter 2010",4,5,"Wednesday","First","MBA/Elementary","Kristin",1.5,13.5,20,20101201,20110209,1,"http://sfschool.org/drupal/node/60","Math Room",0,0,0
273,"Winter 2010",1,8,"Friday","First","Hip Hop Dance","ODC Dance",1.5,15,22,20101119,20110211,1,"http://sfschool.org/drupal/node/63","Activity Room",0,0,0
274,"Winter 2010",1,5,"Tuesday","First","Comics and Cartooning","Williy",0,0,12,20101116,20110208,1,"http://sfschool.org/drupal/node/56","Art Room",0,0,0
275,"Winter 2010",6,8,"Tuesday","First","Junior Counselor/Comics and Cartooning","Williy",0,0,2,20101116,20110208,1,"http://sfschool.org/drupal/node/65",,0,0,1
276,"Winter 2010",4,4,"Monday","First","Basketball 4th Grade Boys","Alex",1,18,0,20101122,20110220,1,"http://sfschool.org/drupal/node/57","Greentop",0,0,0
277,"Winter 2010",4,5,"Monday","First","Basketball 4th/5th Grade Girls",,1,18,0,20101122,20110320,1,"http://sfschool.org/drupal/node/57","Greentop",0,0,0
278,"Winter 2010",5,5,"Tuesday","First","Basketball 5th Grade Boys",,1,18,0,20101123,20110211,1,"http://sfschool.org/drupal/node/57","Greentop",0,0,0
279,"Winter 2010",5,5,"Friday","First","Basketball 5th Grade Boys",,1,18,0,20101123,20110211,1,"http://sfschool.org/drupal/node/57","Greentop",0,0,0
280,"Winter 2010",6,8,"Tuesday","First","MS Basketball",,0,0,0,20101123,20110211,1,"http://sfschool.org/drupal/node/55","Greentop",0,0,1
281,"Winter 2010",6,8,"Wednesday","First","MS Basketball",,0,0,0,20101117,20110211,1,"http://sfschool.org/drupal/node/55","Greentop",0,0,1
282,"Winter 2010",6,8,"Thursday","First","MS Basketball",,0,0,0,20101118,20110211,1,"http://sfschool.org/drupal/node/55","Greentop",0,0,1
283,"Winter 2010",7,8,"Friday","First","MS Basketball",,0,0,0,20101119,20110211,1,"http://sfschool.org/drupal/node/55","Greentop",0,0,1
